MUNICIPALITY,NUMBERED,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL REAL,REAL EXEMPTIONS,TOTAL NET REAL,TOTAL MV,MV EXEMPTIONS,TOTAL NET MV,TOTAL PERS PROP,PERS PROP EXEMPTIONS,TOTAL NET PERS PROP,TOTAL GRAND LIST,TOTAL NET GRAND LIST,OTHER
"GRISWOLD",5.8000000000000000e+01,5.8000000000000000e+01,5.4659342100000000e+08,3.8763957000000000e+07,3.9624200000000000e+06,1.9146400000000000e+06,9.9293660000000000e+06,6.2099542600000000e+08,5.0772020000000000e+06,6.1591822400000000e+08,7.8443760000000000e+07,8.2093000000000000e+05,7.7622830000000000e+07,2.7249980000000000e+07,3.9212030000000000e+06,2.3328777000000000e+07,7.2668916600000000e+08,7.1686983100000000e+08,1.9831622000000000e+07
"GROTON",5.9000000000000000e+01,5.9000000000000000e+01,2.0862389100000000e+09,4.0764694900000000e+08,5.1725494000000000e+08,0.0000000000000000e+00,1.7961993000000000e+08,3.2506645490000000e+09,8.3790490000000000e+06,3.2422855000000000e+09,2.2349055400000000e+08,1.2839028000000000e+07,2.1065152600000000e+08,4.4516127400000000e+08,1.8107751000000000e+08,2.6408376400000000e+08,3.9193163770000000e+09,3.7170207900000000e+09,5.9903820000000000e+07
"GROTON (City of)",6.0000000000000000e+01,,,,,,,,,,,,,,,,,,
"GUILFORD",6.1000000000000000e+01,6.0000000000000000e+01,2.5831758200000000e+09,2.0382875000000000e+08,2.3248330000000000e+07,0.0000000000000000e+00,3.9410300000000000e+06,2.8319927900000000e+09,7.4703700000000000e+06,2.8245224200000000e+09,1.8860973000000000e+08,1.3064300000000000e+06,1.8730330000000000e+08,9.2208600000000000e+07,1.5703970000000000e+07,7.6504630000000000e+07,3.1128111200000000e+09,3.0883303500000000e+09,1.7798860000000000e+07
"HADDAM",6.2000000000000000e+01,6.1000000000000000e+01,6.7955564600000000e+08,3.0218690000000000e+07,2.5306590000000000e+07,1.5710400000000000e+06,5.3449000000000000e+05,7.6728035600000000e+08,2.0494960000000000e+06,7.6523086000000000e+08,7.0822290000000000e+07,2.3174000000000000e+05,7.0590550000000000e+07,7.4064280000000000e+07,1.1973800000000000e+06,7.2866900000000000e+07,9.1216692600000000e+08,9.0868831000000000e+08,3.0093900000000000e+07
"HAMDEN",6.3000000000000000e+01,6.2000000000000000e+01,2.5713878960000000e+09,5.7318686900000000e+08,6.4778910000000000e+07,3.7130100000000000e+06,1.8658836000000000e+08,3.4128625050000000e+09,1.9111800000000000e+07,3.3937507050000000e+09,3.2143197900000000e+08,6.4341350000000000e+06,3.1499784400000000e+08,1.7793314500000000e+08,2.3491000000000000e+07,1.5444214500000000e+08,3.9122276290000000e+09,3.8631906940000000e+09,1.3207460000000000e+07
"HAMPTON",6.4000000000000000e+01,6.3000000000000000e+01,1.0206174500000000e+08,1.8150800000000000e+06,1.1592000000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,1.0909168000000000e+08,6.6987000000000000e+05,1.0842181000000000e+08,1.6038900000000000e+07,1.9189600000000000e+06,1.4119940000000000e+07,1.8197961000000000e+07,6.7576500000000000e+05,1.7522196000000000e+07,1.4332854100000000e+08,1.4006394600000000e+08,5.0989350000000000e+06
"HARTFORD",6.5000000000000000e+01,6.4000000000000000e+01,7.9794958600000000e+08,1.4473341080000000e+09,6.9318060000000000e+07,1.8640160000000000e+07,6.3498607000000000e+08,3.0020384390000000e+09,5.6966470000000000e+06,2.9963417920000000e+09,3.2764967800000000e+08,1.0810678000000000e+07,3.1683900000000000e+08,7.8490027000000000e+08,3.0063840000000000e+07,7.5483643000000000e+08,4.1145883870000000e+09,4.0680172220000000e+09,3.3810455000000000e+07
"HARTLAND",6.6000000000000000e+01,6.5000000000000000e+01,1.4575777000000000e+08,2.5608100000000000e+06,0.0000000000000000e+00,2.2014710000000000e+07,6.0000000000000000e+04,1.7502880000000000e+08,4.4201000000000000e+05,1.7458679000000000e+08,1.6896183000000000e+07,4.4370000000000000e+04,1.6851813000000000e+07,9.0304440000000000e+06,3.3050000000000000e+04,8.9973940000000000e+06,2.0095542700000000e+08,2.0043599700000000e+08,4.6355100000000000e+06
"HARWINTON",6.7000000000000000e+01,6.6000000000000000e+01,4.3305737400000000e+08,1.1992730000000000e+07,1.5743900000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,4.7480776400000000e+08,9.6220000000000000e+05,4.7384556400000000e+08,5.6798290000000000e+07,7.2607000000000000e+05,5.6072220000000000e+07,2.8674292000000000e+07,2.3105050000000000e+06,2.6363787000000000e+07,5.6028034600000000e+08,5.5628157100000000e+08,2.8183270000000000e+07
"HEBRON",6.8000000000000000e+01,6.7000000000000000e+01,6.3078259000000000e+08,2.5865710000000000e+07,1.2915000000000000e+05,9.6573000000000000e+05,3.1980700000000000e+06,6.6763012000000000e+08,3.0630000000000000e+06,6.6456712000000000e+08,7.5237120000000000e+07,4.5613000000000000e+05,7.4780990000000000e+07,1.7214810000000000e+07,1.4987300000000000e+06,1.5716080000000000e+07,7.6008205000000000e+08,7.5506419000000000e+08,6.6888700000000000e+06
"KENT",6.9000000000000000e+01,6.8000000000000000e+01,4.7384760000000000e+08,3.6096035000000000e+07,0.0000000000000000e+00,2.3742000000000000e+06,2.2680000000000000e+05,5.5905723500000000e+08,5.5134000000000000e+05,5.5850589500000000e+08,2.6347235000000000e+07,1.4770000000000000e+05,2.6199535000000000e+07,1.7617621000000000e+07,1.5202340000000000e+06,1.6097387000000000e+07,6.0302209100000000e+08,6.0080281700000000e+08,4.6512600000000000e+07
"KILLINGLY",7.0000000000000000e+01,6.9000000000000000e+01,5.9748302000000000e+08,1.3114547000000000e+08,2.1110327000000000e+08,0.0000000000000000e+00,3.0522680000000000e+07,1.0219983300000000e+09,3.9355652000000000e+07,9.8264267800000000e+08,1.1478013800000000e+08,5.0610890000000000e+06,1.0971904900000000e+08,7.3368642800000000e+08,5.4946800200000000e+08,1.8421842600000000e+08,1.8704648960000000e+09,1.2765801530000000e+09,5.1743890000000000e+07
"KILLINGWORTH",7.1000000000000000e+01,7.0000000000000000e+01,5.9418992000000000e+08,1.9497390000000000e+07,9.8356000000000000e+05,7.0670000000000000e+04,6.3240000000000000e+04,6.2283234000000000e+08,1.5470000000000000e+06,6.2128534000000000e+08,5.6927780000000000e+07,5.6060000000000000e+04,5.6871720000000000e+07,1.3027042000000000e+07,3.3354000000000000e+05,1.2693502000000000e+07,6.9278716200000000e+08,6.9085056200000000e+08,8.0275600000000000e+06
"LEBANON",7.2000000000000000e+01,7.1000000000000000e+01,4.6147737100000000e+08,1.5010052000000000e+07,4.6343300000000000e+06,1.1926300000000000e+06,1.1110200000000000e+06,5.0095904300000000e+08,1.8210000000000000e+06,4.9913804300000000e+08,5.8920770000000000e+07,1.1408600000000000e+06,5.7779910000000000e+07,7.2799768000000000e+07,6.5162800000000000e+06,6.6283488000000000e+07,6.3267958100000000e+08,6.2320144100000000e+08,1.7533640000000000e+07
"LEDYARD",7.3000000000000000e+01,7.2000000000000000e+01,8.3810030600000000e+08,5.0207267000000000e+07,1.0214750000000000e+07,5.2493000000000000e+05,8.3928600000000000e+06,9.3714577000000000e+08,3.1693900000000000e+06,9.3397638000000000e+08,1.0522470100000000e+08,4.2185660000000000e+06,1.0100613500000000e+08,7.7534908000000000e+07,1.2847206000000000e+07,6.4687702000000000e+07,1.1199053790000000e+09,1.0996702170000000e+09,2.9705657000000000e+07
"LISBON",7.4000000000000000e+01,7.3000000000000000e+01,2.3819368000000000e+08,8.0892580000000000e+07,3.4272000000000000e+05,2.2160000000000000e+05,4.2095000000000000e+05,3.2112977000000000e+08,1.2081500000000000e+06,3.1992162000000000e+08,3.1942087000000000e+07,1.9643000000000000e+05,3.1745657000000000e+07,3.4461142000000000e+07,1.4527651000000000e+07,1.9933491000000000e+07,3.8753299900000000e+08,3.7160076800000000e+08,1.0582400000000000e+06
"LITCHFIELD",7.5000000000000000e+01,7.4000000000000000e+01,7.9101905000000000e+08,8.5476650000000000e+07,9.6417100000000000e+06,6.4407100000000000e+06,5.4537400000000000e+06,9.3250756000000000e+08,1.5361200000000000e+06,9.3097144000000000e+08,7.4721340000000000e+07,2.4400000000000000e+05,7.4477340000000000e+07,3.9576852000000000e+07,1.8306000000000000e+06,3.7746252000000000e+07,1.0468057520000000e+09,1.0431950320000000e+09,3.4475700000000000e+07
"LYME",7.6000000000000000e+01,7.5000000000000000e+01,4.7113920000000000e+08,4.5268000000000000e+06,0.0000000000000000e+00,3.6820000000000000e+05,0.0000000000000000e+00,4.9491623800000000e+08,1.0080930000000000e+06,4.9390814500000000e+08,2.1404486000000000e+07,2.2330000000000000e+04,2.1382156000000000e+07,7.4230840000000000e+06,1.9737600000000000e+05,7.2257080000000000e+06,5.2374380800000000e+08,5.2251600900000000e+08,1.8882038000000000e+07
"MADISON",7.7000000000000000e+01,7.6000000000000000e+01,2.4626728000000000e+09,1.6256220000000000e+08,2.7421000000000000e+06,3.6206000000000000e+06,9.5420000000000000e+06,2.6724876000000000e+09,7.8305000000000000e+06,2.6646571000000000e+09,1.6408211200000000e+08,8.2804000000000000e+05,1.6325407200000000e+08,6.1544750000000000e+07,5.4761000000000000e+05,6.0997140000000000e+07,2.8981144620000000e+09,2.8889083120000000e+09,3.1347900000000000e+07
"MANCHESTER",7.8000000000000000e+01,7.7000000000000000e+01,2.0572423170000000e+09,7.8541308600000000e+08,1.8599963000000000e+08,1.5522000000000000e+06,2.8948240000000000e+08,3.3658362030000000e+09,4.0452409000000000e+07,3.3253837940000000e+09,3.4242746000000000e+08,6.6464700000000000e+06,3.3578099000000000e+08,4.1245134000000000e+08,8.8043970000000000e+07,3.2440737000000000e+08,4.1207150030000000e+09,3.9855721540000000e+09,4.6146570000000000e+07
"MANSFIELD",7.9000000000000000e+01,7.8000000000000000e+01,7.0338464300000000e+08,2.0682129000000000e+08,1.8506000000000000e+06,8.5980000000000000e+05,3.1548000000000000e+07,9.4747513300000000e+08,2.6703500000000000e+06,9.4480478300000000e+08,8.1887825000000000e+07,2.0299800000000000e+06,7.9857845000000000e+07,7.8820228000000000e+07,3.0739300000000000e+06,7.5746298000000000e+07,1.1081831860000000e+09,1.1004089260000000e+09,3.0108000000000000e+06
"MARLBOROUGH",8.0000000000000000e+01,7.9000000000000000e+01,4.8535925000000000e+08,2.7969750000000000e+07,2.5340000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,5.1674244000000000e+08,1.1944000000000000e+06,5.1554804000000000e+08,5.3742040000000000e+07,1.0382000000000000e+05,5.3638220000000000e+07,1.2291410000000000e+07,6.3693000000000000e+05,1.1654480000000000e+07,5.8277589000000000e+08,5.8084074000000000e+08,8.7944000000000000e+05
"MERIDEN",8.1000000000000000e+01,8.0000000000000000e+01,1.8334943710000000e+09,5.9092508300000000e+08,5.4768070000000000e+07,5.0685600000000000e+06,1.3572814500000000e+08,2.6298684260000000e+09,2.7718190000000000e+07,2.6021502360000000e+09,3.1638233500000000e+08,4.2475700000000000e+06,3.1213476500000000e+08,2.5859367300000000e+08,7.4365170000000000e+07,1.8422850300000000e+08,3.2048444340000000e+09,3.0985135040000000e+09,9.8841970000000000e+06
"MIDDLEBURY",8.2000000000000000e+01,8.1000000000000000e+01,6.9004240000000000e+08,9.9996160000000000e+07,8.1075000000000000e+06,1.4264000000000000e+06,4.3003000000000000e+05,8.2837752000000000e+08,2.3458650000000000e+06,8.2603165500000000e+08,6.7234272000000000e+07,4.9515000000000000e+05,6.6739122000000000e+07,5.1386000000000000e+07,2.5059400000000000e+06,4.8880060000000000e+07,9.4699779200000000e+08,9.4165083700000000e+08,2.8375030000000000e+07
"MIDDLEFIELD",8.3000000000000000e+01,8.2000000000000000e+01,3.0751082000000000e+08,1.8807700000000000e+07,1.5203600000000000e+07,1.8768000000000000e+06,1.1162000000000000e+06,3.4642132000000000e+08,1.4760000000000000e+06,3.4494532000000000e+08,3.5261170000000000e+07,1.3290000000000000e+05,3.5128270000000000e+07,3.4386090000000000e+07,1.3741050000000000e+07,2.0645040000000000e+07,4.1606858000000000e+08,4.0071863000000000e+08,1.9062000000000000e+06
"MIDDLETOWN",8.4000000000000000e+01,8.3000000000000000e+01,1.7654008910000000e+09,4.4058410200000000e+08,2.2393704300000000e+08,4.3706200000000000e+06,2.1188793600000000e+08,2.6829166420000000e+09,1.6402662000000000e+07,2.6665139800000000e+09,2.8342346900000000e+08,6.6446920000000000e+06,2.7677877700000000e+08,5.9863093500000000e+08,2.0657701000000000e+08,3.9205392500000000e+08,3.5649710460000000e+09,3.3353466820000000e+09,3.6736050000000000e+07
"MILFORD",8.5000000000000000e+01,8.4000000000000000e+01,4.2976876670000000e+09,1.0556684600000000e+09,2.4560394000000000e+08,3.0585480000000000e+07,1.5061917000000000e+08,5.8490760970000000e+09,2.0730946000000000e+07,5.8283451510000000e+09,3.9054774000000000e+08,2.8762300000000000e+06,3.8767151000000000e+08,4.7146768100000000e+08,1.3136747400000000e+08,3.4010020700000000e+08,6.7110915180000000e+09,6.5561168680000000e+09,6.8911380000000000e+07
"MONROE",8.6000000000000000e+01,8.5000000000000000e+01,1.6405278400000000e+09,1.5618220000000000e+08,5.6341300000000000e+07,3.3192800000000000e+07,6.6120000000000000e+05,1.9176511430000000e+09,2.8286500000000000e+06,1.9148224930000000e+09,1.6790302400000000e+08,6.4470000000000000e+05,1.6725832400000000e+08,9.5313866000000000e+07,1.8617626000000000e+07,7.6696240000000000e+07,2.1808680330000000e+09,2.1587770570000000e+09,3.0745803000000000e+07
"MONTVILLE",8.7000000000000000e+01,8.6000000000000000e+01,8.3176622000000000e+08,1.1910058200000000e+08,2.7616225000000000e+07,7.9033800000000000e+06,1.0382400000000000e+07,1.0001495570000000e+09,5.7029100000000000e+06,9.9444664700000000e+08,1.2295788000000000e+08,6.0040300000000000e+06,1.1695385000000000e+08,1.7693788300000000e+08,3.4694833000000000e+07,1.4224305000000000e+08,1.3000453200000000e+09,1.2536435470000000e+09,3.3807500000000000e+06
"MORRIS",8.8000000000000000e+01,8.7000000000000000e+01,2.5489543700000000e+08,5.9915900000000000e+06,9.9325000000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,2.8254417700000000e+08,3.6400000000000000e+05,2.8218017700000000e+08,1.9770690000000000e+07,9.7860000000000000e+04,1.9672830000000000e+07,6.6648510000000000e+06,7.7516300000000000e+05,5.8896880000000000e+06,3.0897971800000000e+08,3.0774269500000000e+08,2.0663900000000000e+07
"NAUGATUCK",8.9000000000000000e+01,8.8000000000000000e+01,1.0776987700000000e+09,1.4260868200000000e+08,5.5814850000000000e+07,7.2621300000000000e+06,3.2308410000000000e+07,1.3422315820000000e+09,9.2067160000000000e+06,1.3330248660000000e+09,1.8480127300000000e+08,2.1061600000000000e+06,1.8269511300000000e+08,1.2932844700000000e+08,3.9069040000000000e+07,9.0259407000000000e+07,1.6563613020000000e+09,1.6059793860000000e+09,2.6538740000000000e+07
"NEW BRITAIN",9.0000000000000000e+01,8.9000000000000000e+01,1.4498984350000000e+09,2.8220355600000000e+08,1.0146837000000000e+08,4.2259000000000000e+05,2.2344160000000000e+08,2.0694042010000000e+09,2.4140279000000000e+07,2.0452639220000000e+09,2.9254181000000000e+08,1.6222754000000000e+07,2.7631905600000000e+08,2.8450948400000000e+08,1.0175501900000000e+08,1.8275446500000000e+08,2.6464554950000000e+09,2.5043374430000000e+09,1.1969650000000000e+07
"NEW CANAAN",9.1000000000000000e+01,9.0000000000000000e+01,7.4117623940000000e+09,3.7921611000000000e+08,5.0295700000000000e+06,5.9111500000000000e+06,6.4127994000000000e+07,7.9530035220000000e+09,1.2180000000000000e+06,7.9517855220000000e+09,2.7160369000000000e+08,1.9790800000000000e+06,2.6962461000000000e+08,7.4379110000000000e+07,2.3718000000000000e+05,7.4141930000000000e+07,8.2989863220000000e+09,8.2955520620000000e+09,8.6956304000000000e+07
"NEW FAIRFIELD",9.2000000000000000e+01,9.1000000000000000e+01,1.4188284920000000e+09,3.2979300000000000e+07,3.0503000000000000e+06,8.8991880000000000e+06,0.0000000000000000e+00,1.4640603800000000e+09,5.2697000000000000e+06,1.4587906800000000e+09,1.1416630500000000e+08,4.0253000000000000e+05,1.1376377500000000e+08,2.0661868000000000e+07,1.2601000000000000e+05,2.0535858000000000e+07,1.5988885530000000e+09,1.5930903130000000e+09,3.0310000000000000e+05
"NEW HARTFORD",9.3000000000000000e+01,9.2000000000000000e+01,5.1695763200000000e+08,2.6733840000000000e+07,7.0366800000000000e+06,0.0000000000000000e+00,6.9090000000000000e+04,5.8167992700000000e+08,1.7457500000000000e+06,5.7993417700000000e+08,5.9430540000000000e+07,2.2082500000000000e+05,5.9209715000000000e+07,3.0170355000000000e+07,1.0934878000000000e+07,1.9235477000000000e+07,6.7128082200000000e+08,6.5837936900000000e+08,3.0882685000000000e+07
"NEW HAVEN",9.4000000000000000e+01,9.3000000000000000e+01,2.9300559320000000e+09,1.8360484390000000e+09,2.9181258200000000e+08,3.6465660000000000e+07,5.9504795700000000e+08,5.7323690400000000e+09,2.1435727300000000e+08,5.5180117670000000e+09,4.1016831900000000e+08,1.9154075000000000e+07,3.9101424400000000e+08,7.5710035000000000e+08,9.2492089000000000e+07,6.6460826100000000e+08,6.8996377090000000e+09,6.5736342720000000e+09,4.2938470000000000e+07
"NEW LONDON",9.5000000000000000e+01,9.5000000000000000e+01,6.1774734400000000e+08,3.6829418400000000e+08,6.0664800000000000e+06,2.3975000000000000e+05,9.1680390000000000e+07,1.0948427680000000e+09,6.8658590000000000e+06,1.0879769090000000e+09,1.0488473000000000e+08,2.7507300000000000e+06,1.0213400000000000e+08,1.2320313000000000e+08,4.8165870000000000e+06,1.1838654300000000e+08,1.3229306280000000e+09,1.3084974520000000e+09,1.0814620000000000e+07
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,2.0056070300000000e+09,2.6377933500000000e+08,9.6631120000000000e+07,1.7960940000000000e+07,1.4857980000000000e+07,2.5336735850000000e+09,4.1450000000000000e+06,2.5295285850000000e+09,2.2288653400000000e+08,1.3124030000000000e+06,2.2157413100000000e+08,2.1416464300000000e+08,8.3464861000000000e+07,1.3069978200000000e+08,2.9707247620000000e+09,2.8818024980000000e+09,1.3483718000000000e+08
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,1.6517550900000000e+09,4.7319738000000000e+08,6.9484460000000000e+07,0.0000000000000000e+00,4.7638070000000000e+07,2.2566345800000000e+09,8.0393000000000000e+06,2.2485952800000000e+09,2.2518492100000000e+08,2.4443050000000000e+06,2.2274061600000000e+08,2.2148657300000000e+08,8.2836330000000000e+07,1.3865024300000000e+08,2.7033060740000000e+09,2.6099861390000000e+09,1.4559580000000000e+07
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,2.4545070860000000e+09,2.0437753900000000e+08,5.6233480000000000e+07,0.0000000000000000e+00,1.5321800000000000e+06,2.7832223050000000e+09,1.5653529000000000e+07,2.7675687760000000e+09,2.4460953300000000e+08,5.2661670000000000e+06,2.3934336600000000e+08,1.3801979600000000e+08,3.2075020000000000e+07,1.0594477600000000e+08,3.1658516340000000e+09,3.1128569180000000e+09,6.6572020000000000e+07
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,2.5050420000000000e+08,1.7585320000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.8069217000000000e+08,6.0200000000000000e+05,2.8009017000000000e+08,1.4601105000000000e+07,7.5520000000000000e+04,1.4525585000000000e+07,7.1445200000000000e+06,7.9183000000000000e+05,6.3526900000000000e+06,3.0243779500000000e+08,3.0096844500000000e+08,1.2602650000000000e+07
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,9.1210495600000000e+08,1.0474422400000000e+08,4.0100700000000000e+07,1.7092700000000000e+06,1.1390220000000000e+07,1.0848589900000000e+09,2.8145000000000000e+06,1.0820444900000000e+09,1.1791227100000000e+08,1.8649290000000000e+06,1.1604734200000000e+08,6.2542503000000000e+07,2.3407353000000000e+07,3.9135150000000000e+07,1.2653137640000000e+09,1.2372269820000000e+09,1.4809620000000000e+07
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,1.7445035000000000e+08,5.8677090000000000e+07,2.9081660000000000e+07,2.9456000000000000e+05,3.8210600000000000e+06,2.7115298000000000e+08,1.7720100000000000e+06,2.6938097000000000e+08,2.6926460000000000e+07,3.5022000000000000e+05,2.6576240000000000e+07,7.2518430000000000e+07,4.0613680000000000e+07,3.1904750000000000e+07,3.7059787000000000e+08,3.2786196000000000e+08,4.8282600000000000e+06
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,1.7699804210000000e+09,3.4681108000000000e+08,2.3445627000000000e+08,2.8534800000000000e+06,4.8638240000000000e+07,2.4110942770000000e+09,1.2776867000000000e+07,2.3983174100000000e+09,2.1992544900000000e+08,8.8677560000000000e+06,2.1105769300000000e+08,2.8495775600000000e+08,9.4992160000000000e+07,1.8996559600000000e+08,2.9159774820000000e+09,2.7993406990000000e+09,8.3547860000000000e+06
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,3.6611190600000000e+08,4.4406264000000000e+07,6.0741100000000000e+06,1.0334100000000000e+06,1.3216000000000000e+05,4.4841887500000000e+08,3.9829300000000000e+06,4.4443594500000000e+08,4.5214420000000000e+07,3.8279000000000000e+05,4.4831630000000000e+07,3.5170495000000000e+07,2.3699560000000000e+06,3.2800539000000000e+07,5.2880379000000000e+08,5.2206811400000000e+08,3.0661025000000000e+07
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,7.6865171000000000e+09,2.3081398650000000e+09,1.4992262500000000e+08,4.2304780000000000e+07,4.4273098600000000e+08,1.0784906743000000e+10,3.0624218000000000e+07,1.0754282525000000e+10,6.5442193600000000e+08,1.5117515000000000e+07,6.3930442100000000e+08,8.2337937100000000e+08,1.5073970000000000e+07,8.0830540100000000e+08,1.2262708050000000e+10,1.2201892347000000e+10,1.5529138700000000e+08
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,1.0298984200000000e+09,3.0626216000000000e+08,4.6357250000000000e+07,2.3543000000000000e+06,8.5530720000000000e+07,1.5118863500000000e+09,1.3400510000000000e+07,1.4984858400000000e+09,1.9832506200000000e+08,6.5726700000000000e+06,1.9175239200000000e+08,1.5945720000000000e+08,1.7443450000000000e+07,1.4201375000000000e+08,1.8696686120000000e+09,1.8322519820000000e+09,4.1483500000000000e+07
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1.3682647060000000e+09,6.1107444000000000e+07,1.2247300000000000e+07,7.5100000000000000e+05,4.8080600000000000e+06,1.4742678300000000e+09,3.7559000000000000e+06,1.4705119300000000e+09,7.1630015000000000e+07,4.0700000000000000e+05,7.1223015000000000e+07,3.2717170000000000e+07,1.1291000000000000e+05,3.2604260000000000e+07,1.5786150150000000e+09,1.5743392050000000e+09,2.7089320000000000e+07
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,1.7316501000000000e+09,2.8899620000000000e+08,2.3022200000000000e+07,2.7117000000000000e+06,2.5540000000000000e+06,2.0806484000000000e+09,1.1149095000000000e+07,2.0694993050000000e+09,1.0720290000000000e+08,2.7994000000000000e+05,1.0692296000000000e+08,7.5107785000000000e+07,5.4319800000000000e+06,6.9675805000000000e+07,2.2629590850000000e+09,2.2460980700000000e+09,3.1714200000000000e+07
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,1.2464954500000000e+09,3.0205075000000000e+08,9.1022140000000000e+07,4.1670000000000000e+05,1.4458620000000000e+07,1.6944508700000000e+09,4.1955500000000000e+06,1.6902553200000000e+09,1.3614527000000000e+08,7.5956000000000000e+05,1.3538571000000000e+08,1.5719330000000000e+08,1.6686080000000000e+07,1.4050722000000000e+08,1.9877894400000000e+09,1.9661482500000000e+09,4.0007210000000000e+07
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1.1058493400000000e+09,4.3933970000000000e+07,6.6403600000000000e+07,0.0000000000000000e+00,6.0150000000000000e+05,1.2582037900000000e+09,4.8659440000000000e+06,1.2533378460000000e+09,1.2020496000000000e+08,5.4041000000000000e+05,1.1966455000000000e+08,1.2013735000000000e+08,1.6181670000000000e+07,1.0395568000000000e+08,1.4985461000000000e+09,1.4769580760000000e+09,4.1415380000000000e+07
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,5.2209832000000000e+08,8.3056220000000000e+07,8.2775780000000000e+07,1.5616280000000000e+07,1.5607270000000000e+07,7.4340160000000000e+08,1.4382200000000000e+06,7.4196338000000000e+08,9.2319280000000000e+07,9.5696000000000000e+05,9.1362320000000000e+07,1.2854377000000000e+08,2.6352430000000000e+07,1.0219134000000000e+08,9.6426465000000000e+08,9.3551704000000000e+08,2.4247730000000000e+07
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,8.0125767000000000e+08,2.0003628000000000e+08,1.0122315000000000e+08,3.4020000000000000e+05,2.8250460000000000e+07,1.1487423000000000e+09,5.8741580000000000e+06,1.1428681420000000e+09,1.4423597000000000e+08,3.4381190000000000e+06,1.4079785100000000e+08,1.2562358000000000e+08,3.1821730000000000e+07,9.3801850000000000e+07,1.4186018500000000e+09,1.3774678430000000e+09,1.7634540000000000e+07
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,5.2965537000000000e+08,3.2285170000000000e+07,2.7451530000000000e+07,2.8228000000000000e+05,1.2783000000000000e+05,6.2973755000000000e+08,5.3308100000000000e+06,6.2440674000000000e+08,8.7659220000000000e+07,4.7949000000000000e+05,8.7179730000000000e+07,3.8124904000000000e+07,9.4110050000000000e+06,2.8713899000000000e+07,7.5552167400000000e+08,7.4030036900000000e+08,3.9935370000000000e+07
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,2.5838275300000000e+08,1.6150460000000000e+07,7.4384000000000000e+06,4.4355000000000000e+06,2.6255000000000000e+06,3.0025667300000000e+08,1.3166100000000000e+06,2.9894006300000000e+08,3.2547960000000000e+07,1.2242500000000000e+06,3.1323710000000000e+07,2.4235260000000000e+07,4.8822200000000000e+06,1.9353040000000000e+07,3.5703989300000000e+08,3.4961681300000000e+08,1.1224060000000000e+07
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,5.9753869000000000e+08,6.6220920000000000e+07,1.5585850000000000e+07,3.6547000000000000e+05,1.1013800000000000e+06,7.0675147000000000e+08,1.8833100000000000e+06,7.0486816000000000e+08,7.3493415000000000e+07,2.6171000000000000e+05,7.3231705000000000e+07,4.1397935000000000e+07,5.0188500000000000e+06,3.6379085000000000e+07,8.2164282000000000e+08,8.1447895000000000e+08,2.5939160000000000e+07
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,2.9438647300000000e+08,7.0414710000000000e+07,2.0781500000000000e+06,6.2170000000000000e+05,5.1580000000000000e+05,3.8509577300000000e+08,1.3996200000000000e+06,3.8369615300000000e+08,3.8263787000000000e+07,3.6957200000000000e+05,3.7894215000000000e+07,2.8859030000000000e+07,1.3399900000000000e+06,2.7519040000000000e+07,4.5221859000000000e+08,4.4910940800000000e+08,1.7078940000000000e+07
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,6.6161200000000000e+08,5.1992080000000000e+07,9.4844900000000000e+06,0.0000000000000000e+00,6.5235000000000000e+05,7.3234481000000000e+08,3.8956200000000000e+06,7.2844919000000000e+08,8.5555165000000000e+07,1.3313850000000000e+06,8.4223780000000000e+07,3.8410555000000000e+07,5.4978400000000000e+06,3.2912715000000000e+07,8.5631053000000000e+08,8.4558568500000000e+08,8.6038900000000000e+06
