Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Unreserved_Fund_Bal,Fund_Equity_Enterprise,Fund_Equity_Internal_Service,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2005 Population,Moody's_Bond_Ratings_July_2005,area lmt,ACGLFY05,EGL,TANF05 Recipients,empl,ACMR,enrollmt,RPA Identifier
"DARIEN","JG",2.0050000000000000e+03,3.5000000000000000e+01,3.5000000000000000e+01,"F",66144325.0000,22645137.0000,88789462.0000,8360073.0000,4494316.0000,74865805.0000,84192068.0000,54247986.0000,7184784.0000,79593554.0000,1054910.0000,1054910.0000,2443848.0000,2443848.0000,3209576.0000,10302.0000,3209576.0000,0.0000,,84096608.0000,84096608.0000,393437.0000,400000.0000,10677406.0000,10283969.0000,,,74228392.0000,73869759.0000,9.9516851988387411e-01,75125794.0000,74335534.0000,9.8948084329065455e-01,2.0452000000000000e+04,"Aaa",1.2859999999999999e+01,6222439011.0000,8889571515.7143,3.0000000000000000e+00,3.2913087136003570e-02,1.1950000000000001e+01,4.3727799999999997e+03,"South Western RPA"
"DEEP RIVER","BP",2.0050000000000000e+03,3.6000000000000000e+01,3.6000000000000000e+01,"M",7348325.0000,1304969.0000,8653294.0000,480016.0000,1954910.0000,10295940.0000,13312929.0000,8089305.0000,1691870.0000,13181324.0000,18047.0000,18047.0000,35905.0000,35905.0000,113747.0000,500588.0000,113747.0000,0.0000,8056539.4567,1877622.0000,9934161.4567,0.0000,0.0000,1126540.0000,1126540.0000,8930046.0000,,10176296.0000,9944237.0000,9.7719612322597538e-01,10507275.0000,10123273.0000,9.6345370231577643e-01,4.7140000000000000e+03,"Baa1",1.3550000000000001e+01,359908760.0000,727752479.0996,1.6000000000000000e+01,4.2309213127718466e-02,2.8050000000000001e+01,6.8482000000000005e+02,"CT River Estuary RPA"
"DERBY","BP",2.0050000000000000e+03,3.7000000000000000e+01,3.7000000000000000e+01,"NH",12032244.0000,263087.0000,12299716.0000,1284244.0000,10814321.0000,19892036.0000,31770167.0000,15626786.0000,2647143.0000,32033007.0000,0.0000,0.0000,0.0000,0.0000,-262840.0000,-940012.0000,-262840.0000,0.0000,,13008421.0000,13008421.0000,0.0000,0.0000,4065387.0000,4065387.0000,4269655.0000,,19766859.0000,19339846.0000,9.7839752891443199e-01,20377117.0000,19710581.0000,9.6728997531888339e-01,1.2536000000000000e+04,"A2",4.9800000000000004e+00,541453660.0000,1209433600.5132,1.9600000000000000e+02,5.7236547920703533e-02,3.6200000000000003e+01,1.5673700000000001e+03,"Valley COG"
"DURHAM","BP",2.0050000000000000e+03,3.8000000000000000e+01,3.8000000000000000e+01,"M",41332412.0000,4104763.0000,45471798.0000,522779.0000,4996886.0000,17003714.0000,22636973.0000,16211639.0000,397750.0000,21611661.0000,238418.0000,348418.0000,698203.0000,698203.0000,565527.0000,-1089796.0000,675527.0000,0.0000,14478531.6854,844695.0000,15323226.6854,0.0000,366040.0000,2296831.0000,2296831.0000,510824.0000,,16644480.0000,16426008.0000,9.8687420694428418e-01,17153326.0000,16737760.0000,9.7577344475351313e-01,7.2660000000000000e+03,"A1",2.3600000000000001e+01,472365144.0000,989395535.4605,1.0000000000000000e+00,3.5557720409157334e-02,3.5050000000000004e+01,1.4644600000000000e+03,"Midstate RPA"
"EAST GRANBY","JG",2.0050000000000000e+03,3.9000000000000000e+01,4.0000000000000000e+01,"H",16039816.0000,2917482.0000,21036852.0000,530537.0000,2256464.0000,11602478.0000,14760790.0000,9958857.0000,967923.0000,14185618.0000,211658.0000,211658.0000,692338.0000,692338.0000,94492.0000,536891.0000,94492.0000,0.0000,,4115000.0000,4115000.0000,774576.0000,0.0000,2183077.0000,1408501.0000,,,11545412.0000,11447435.0000,9.9151377187752154e-01,11774724.0000,11579915.0000,9.8345532345386610e-01,5.0580000000000000e+03,"A1",1.7480000000000000e+01,459669076.0000,677680455.7143,1.5000000000000000e+01,3.8095238095238099e-02,2.5199999999999999e+01,8.9221000000000004e+02,"Capital Region COG"
"EAST HADDAM","BP",2.0050000000000000e+03,4.0000000000000000e+01,4.1000000000000000e+01,"M",23096236.0000,14415163.0000,37952389.0000,5039273.0000,5020989.0000,16934515.0000,23233573.0000,15002697.0000,1228061.0000,21941822.0000,514753.0000,514753.0000,490400.0000,490400.0000,1316104.0000,514548.0000,1316104.0000,0.0000,,6583948.0000,6583948.0000,0.0000,601829.0000,4999468.0000,4999468.0000,,,16510748.0000,16406557.0000,9.9368950455787952e-01,16807672.0000,16680396.0000,9.9242750572476668e-01,8.8080000000000000e+03,"A1",5.4329999999999998e+01,650690789.0000,1187804658.4437,2.2000000000000000e+01,3.9294306335204490e-02,2.5350000000000001e+01,1.4388700000000001e+03,"Midstate RPA"
"EAST HAMPTON","JG",2.0050000000000000e+03,4.1000000000000000e+01,4.2000000000000000e+01,"M",29561339.0000,10640664.0000,40219075.0000,2922910.0000,8759065.0000,21422097.0000,31358350.0000,20327677.0000,2267555.0000,29690881.0000,25675.0000,25675.0000,802710.0000,802710.0000,890434.0000,702988.0000,890434.0000,0.0000,,11161557.0000,11161557.0000,27657.0000,0.0000,3321999.0000,3294342.0000,,,21178483.0000,20993136.0000,9.9124833445341676e-01,21511880.0000,21273990.0000,9.8894145932387123e-01,1.2194000000000000e+04,"A2",3.5590000000000003e+01,691791921.0000,1349793195.9931,3.4000000000000000e+01,5.6634787806335921e-02,3.0190000000000001e+01,2.1446700000000001e+03,"Midstate RPA"
"EAST HARTFORD","JG",2.0050000000000000e+03,4.2000000000000000e+01,4.3000000000000000e+01,"H",132493000.0000,711000.0000,133819000.0000,7180000.0000,41479000.0000,97930000.0000,143909000.0000,77390000.0000,8449000.0000,142622000.0000,734000.0000,734000.0000,461000.0000,461000.0000,1560000.0000,2049000.0000,1560000.0000,0.0000,,42507000.0000,42507000.0000,353000.0000,0.0000,11359000.0000,11006000.0000,,5202000.0000,94983000.0000,92862000.0000,9.7766968826000444e-01,99618000.0000,95884000.0000,9.6251681423035995e-01,4.9173000000000000e+04,"A1",1.8020000000000000e+01,2436925450.0000,4202990710.3881,1.0870000000000000e+03,6.4129554655870447e-02,4.0329999999999998e+01,8.1438699999999999e+03,"Capital Region COG"
"EAST HAVEN","JG",2.0050000000000000e+03,4.3000000000000000e+01,4.4000000000000000e+01,"NH",15335822.0000,3974582.0000,14989588.0000,-1274043.0000,25204528.0000,41850261.0000,70237644.0000,44190462.0000,6634041.0000,75560188.0000,2661241.0000,2661241.0000,741605.0000,741605.0000,-3402908.0000,-579239.0000,-3402908.0000,0.0000,,54935000.0000,54935000.0000,0.0000,1000000.0000,3952501.0000,3952501.0000,-5038119.0000,4059347.0000,41164618.0000,40275475.0000,9.7840030970286185e-01,43178516.0000,41344979.0000,9.5753589586080268e-01,2.8755000000000000e+04,"A3",1.2260000000000000e+01,1211317896.0000,2777647541.0000,3.0200000000000000e+02,5.2061428662460968e-02,3.3899999999999999e+01,4.0785400000000000e+03,"South Central Regional COG"
"EAST LYME","JG",2.0050000000000000e+03,4.4000000000000000e+01,4.5000000000000000e+01,"NL",31481855.0000,17077893.0000,57178905.0000,5012759.0000,9319129.0000,35543137.0000,49380455.0000,32952955.0000,5406112.0000,50530574.0000,2344928.0000,2377328.0000,1250358.0000,1250358.0000,-55549.0000,1003291.0000,-23149.0000,0.0000,,39699110.0000,39699110.0000,1209375.0000,550000.0000,5729158.0000,4519783.0000,58461738.0000,222989.0000,34774795.0000,34408860.0000,9.8947700482490264e-01,35577924.0000,35026731.0000,9.8450744343599139e-01,1.8459000000000000e+04,"Aa3",3.4030000000000001e+01,1326995487.0000,2785989192.0000,3.9000000000000000e+01,3.8550908322771443e-02,2.5949999999999999e+01,3.0104500000000003e+03,"Southeastern CT COG"
"EAST WINDSOR","BP",2.0050000000000000e+03,4.5000000000000000e+01,4.7000000000000000e+01,"H",7681096.0000,6927350.0000,14641352.0000,991236.0000,6121151.0000,18842908.0000,25930112.0000,15243572.0000,1744073.0000,25859174.0000,500000.0000,4110792.0000,158581.0000,3744059.0000,412357.0000,-485329.0000,437671.0000,0.0000,,15231395.0000,15231395.0000,0.0000,400000.0000,3382483.0000,3382483.0000,,,18587458.0000,18135509.0000,9.7568527121890469e-01,19642679.0000,18600437.0000,9.4693992606609312e-01,1.0447000000000000e+04,"A1",2.6280000000000001e+01,700280867.0000,1170239172.0000,7.8000000000000000e+01,5.3384333943123231e-02,2.6195000000000000e+01,1.6617100000000000e+03,"Capital Region COG"
"EASTFORD","BP",2.0050000000000000e+03,4.6000000000000000e+01,3.9000000000000000e+01,"W",1916693.0000,700303.0000,2656288.0000,135007.0000,1349700.0000,2792679.0000,4278176.0000,3169008.0000,30000.0000,4134680.0000,0.0000,0.0000,33250.0000,33250.0000,110246.0000,47339.0000,110246.0000,0.0000,,27499.0000,27499.0000,75655.0000,0.0000,489507.0000,413852.0000,,,2785106.0000,2743545.0000,9.8507740818482314e-01,2836127.0000,2768470.0000,9.7614458026738582e-01,1.7610000000000000e+03,,2.8879999999999999e+01,94159150.0000,172574544.8506,2.0000000000000000e+00,4.2531120331950209e-02,2.9400000000000002e+01,2.6532999999999998e+02,"Northeastern CT COG"
"EASTON","BP",2.0050000000000000e+03,4.7000000000000000e+01,4.6000000000000000e+01,"F",25309081.0000,4857311.0000,30637601.0000,5389120.0000,1056482.0000,28744902.0000,30904087.0000,18389785.0000,2952481.0000,29583467.0000,0.0000,7833.0000,583859.0000,583859.0000,736761.0000,715003.0000,744594.0000,0.0000,12065034.8950,41830000.0000,53895034.8950,0.0000,248000.0000,3779986.0000,3779986.0000,,-274546.0000,28487184.0000,28300785.0000,9.9345674181063315e-01,29045075.0000,28538857.0000,9.8257129651068209e-01,7.4880000000000000e+03,"Aa1",2.7420000000000002e+01,1211947615.0000,2096318624.1225,3.0000000000000000e+00,3.1198686371100164e-02,2.3600000000000001e+01,1.5645900000000001e+03,"Greater Bridgeport RPA"
"ELLINGTON","JG",2.0050000000000000e+03,4.8000000000000000e+01,4.8000000000000000e+01,"T",38428875.0000,2811395.0000,41889211.0000,569580.0000,10029859.0000,24128340.0000,35654218.0000,24076078.0000,2816411.0000,36184847.0000,99199.0000,99199.0000,177219.0000,177219.0000,-608649.0000,-405232.0000,-608649.0000,0.0000,,22080792.0000,22080792.0000,0.0000,2868843.0000,3459018.0000,3459018.0000,12295435.0000,,24090933.0000,23807220.0000,9.8822324565013731e-01,24942251.0000,23998215.0000,9.6215113062570012e-01,1.4217000000000000e+04,"A2",3.4049999999999997e+01,727598150.0000,1468173216.0000,2.7000000000000000e+01,3.9746956314156125e-02,3.2700000000000003e+01,2.4870500000000002e+03,"Capital Region COG"
"ENFIELD","JG",2.0050000000000000e+03,4.9000000000000000e+01,4.9000000000000000e+01,"H",84843000.0000,37249000.0000,122150000.0000,4351000.0000,31309000.0000,69645000.0000,104803000.0000,64524000.0000,4218000.0000,98609000.0000,218000.0000,218000.0000,5095000.0000,5095000.0000,1317000.0000,-700435.0000,1317000.0000,0.0000,,28500000.0000,28500000.0000,1986000.0000,6327000.0000,19013000.0000,17027000.0000,,9354000.0000,69019000.0000,67654000.0000,9.8022283718975933e-01,71396000.0000,68721000.0000,9.6253291500924421e-01,4.5441000000000000e+04,"Aa3",3.3380000000000003e+01,2011167038.0000,4035621297.6260,3.7800000000000000e+02,4.8546585968800612e-02,3.4240000000000002e+01,6.7917600000000002e+03,"Capital Region COG"
"ESSEX","JG",2.0050000000000000e+03,5.0000000000000000e+01,5.0000000000000000e+01,"M",6747002.0000,2182197.0000,8929199.0000,1298065.0000,1481939.0000,14775573.0000,17127230.0000,11291317.0000,651487.0000,16925962.0000,34666.0000,163027.0000,195000.0000,195000.0000,40934.0000,187596.0000,169295.0000,0.0000,9310347.1835,1991356.0000,11301703.1835,409252.0000,0.0000,1662250.0000,1252998.0000,,,14649621.0000,14552150.0000,9.9334651729215384e-01,14937728.0000,14700005.0000,9.8408573244873654e-01,6.7830000000000000e+03,"Aa3",1.0359999999999999e+01,983591517.0000,1412372140.0000,7.0000000000000000e+00,3.7077131258457373e-02,1.4900000000000000e+01,8.9387000000000000e+02,"CT River Estuary RPA"
"FAIRFIELD","BP",2.0050000000000000e+03,5.1000000000000000e+01,5.1000000000000000e+01,"F",182706000.0000,29006000.0000,212281000.0000,16779000.0000,11879000.0000,167315000.0000,195447000.0000,113758000.0000,20082000.0000,194835000.0000,908000.0000,908000.0000,2191000.0000,2191000.0000,-671000.0000,-5481000.0000,-671000.0000,0.0000,,165616000.0000,165616000.0000,2157000.0000,2653000.0000,10858000.0000,8701000.0000,,2704000.0000,166371000.0000,164801000.0000,9.9056325922185962e-01,168849000.0000,166046000.0000,9.8339936866667854e-01,5.7813000000000000e+04,"Aaa",3.0030000000000001e+01,7200684668.0000,14931692089.6884,1.0700000000000000e+02,3.8901186631345938e-02,2.3400000000000002e+01,9.0644400000000005e+03,"Greater Bridgeport RPA"
"FARMINGTON","JG",2.0050000000000000e+03,5.2000000000000000e+01,5.2000000000000000e+01,"H",15264575.0000,20760942.0000,36025517.0000,3035519.0000,7226513.0000,60794345.0000,74066463.0000,43121787.0000,8080958.0000,72385073.0000,0.0000,0.0000,1471661.0000,1471661.0000,209729.0000,-598365.0000,209729.0000,0.0000,,67699551.0000,67699551.0000,431398.0000,1000000.0000,7545645.0000,7114247.0000,1101304.0000,73059.0000,61159730.0000,60984372.0000,9.9713278655742921e-01,61386210.0000,61126578.0000,9.9577051588622267e-01,2.4941000000000000e+04,"Aa1",2.8060000000000002e+01,2610740396.0000,4311609830.0000,4.9000000000000000e+01,3.8458463260574081e-02,2.3300000000000001e+01,4.3933000000000002e+03,"Capital Region COG"
"FRANKLIN","BP",2.0050000000000000e+03,5.3000000000000000e+01,5.3000000000000000e+01,"NL",6550097.0000,1823126.0000,8381720.0000,-100074.0000,1277245.0000,3576393.0000,5091267.0000,3613581.0000,2645925.0000,5032431.0000,7607.0000,7607.0000,120290.0000,120290.0000,-53847.0000,-525011.0000,-53847.0000,0.0000,,3165000.0000,3165000.0000,245831.0000,0.0000,593031.0000,347200.0000,,,3353588.0000,3283365.0000,9.7906033776361323e-01,3624678.0000,3398933.0000,9.3771998505798304e-01,1.9160000000000000e+03,"A3",1.9510000000000002e+01,161010903.0000,233496675.7143,7.0000000000000000e+00,3.8395904436860070e-02,2.0629999999999999e+01,3.2573000000000002e+02,"Southeastern CT COG"
"GLASTONBURY","JG",2.0050000000000000e+03,5.4000000000000000e+01,5.4000000000000000e+01,"H",112177524.0000,42549229.0000,154726753.0000,16954596.0000,8962651.0000,90609468.0000,105574430.0000,66141926.0000,7739670.0000,103355704.0000,1204424.0000,23825803.0000,2027500.0000,24648879.0000,1395650.0000,-71799.0000,1395650.0000,0.0000,,75875000.0000,75875000.0000,424489.0000,848193.0000,10521030.0000,10096541.0000,,,90306040.0000,89704221.0000,9.9333578352012775e-01,90774184.0000,90172010.0000,9.9336624166183640e-01,3.3089000000000000e+04,"Aa1",5.1370000000000005e+01,2910567810.0000,5101833622.0963,5.5000000000000000e+01,3.4381195128858677e-02,3.0900000000000002e+01,6.8020799999999999e+03,"Capital Region COG"
"GOSHEN","JG",2.0050000000000000e+03,5.5000000000000000e+01,5.5000000000000000e+01,"L",2152202.0000,1522535.0000,3815239.0000,688393.0000,316113.0000,7746479.0000,8442013.0000,5616137.0000,147519.0000,7731656.0000,97388.0000,97388.0000,446042.0000,446042.0000,361703.0000,252746.0000,361703.0000,0.0000,3698152.2527,291250.0000,3989402.2527,0.0000,0.0000,982572.0000,982572.0000,,,7752016.0000,7647851.0000,9.8656285023147527e-01,7906894.0000,7693544.0000,9.7301721763311866e-01,3.0920000000000000e+03,"A2",4.3660000000000004e+01,356933175.0000,677978396.0000,7.0000000000000000e+00,4.0462427745664740e-02,2.1500000000000000e+01,4.2304000000000002e+02,"Litchfield Hills Cncl of Elected Ofcls"
"GRANBY","JG",2.0050000000000000e+03,5.6000000000000000e+01,5.6000000000000000e+01,"H",22642784.0000,9159922.0000,32944263.0000,4301342.0000,6100306.0000,25147468.0000,32382940.0000,21629119.0000,2922332.0000,31277755.0000,973081.0000,973081.0000,1678101.0000,1678101.0000,400165.0000,-218869.0000,400165.0000,0.0000,,21588557.0000,21588557.0000,346294.0000,207000.0000,3766823.0000,3420529.0000,,1141010.0000,24947020.0000,24714282.0000,9.9067070936729118e-01,25276026.0000,24954506.0000,9.8727964593801254e-01,1.1088000000000000e+04,"A1",4.0689999999999998e+01,778261040.0000,1325608721.1358,9.0000000000000000e+00,3.7012666556999509e-02,3.1970000000000002e+01,2.2139099999999999e+03,"Capital Region COG"
"GREENWICH","JG",2.0050000000000000e+03,5.7000000000000000e+01,5.7000000000000000e+01,"F",234072352.0000,21766395.0000,255838747.0000,13667668.0000,21700673.0000,224502424.0000,282597917.0000,109861257.0000,5163090.0000,257564674.0000,3243200.0000,3243200.0000,31808722.0000,31808722.0000,-3532279.0000,2168178.0000,-3532279.0000,0.0000,,47650312.0000,47650312.0000,6759341.0000,453001.0000,15008718.0000,8249377.0000,12132624.0000,,223099298.0000,222327903.0000,9.9654236921892958e-01,224756112.0000,222480979.0000,9.8987732533832051e-01,6.2236000000000000e+04,"Aaa",4.7829999999999998e+01,20085601430.0000,42401517748.1171,9.2000000000000000e+01,3.2663316582914576e-02,1.1120000000000001e+01,9.0769699999999993e+03,"South Western RPA"
"GRISWOLD","JG",2.0050000000000000e+03,5.8000000000000000e+01,5.8000000000000000e+01,"NL",19565265.0000,11835655.0000,31400920.0000,1487472.0000,12529477.0000,12692977.0000,28052917.0000,20489600.0000,2215431.0000,26140708.0000,257000.0000,257000.0000,991735.0000,991735.0000,1177474.0000,488043.0000,1177474.0000,0.0000,,8620000.0000,8620000.0000,900803.0000,1500000.0000,4847157.0000,3946354.0000,117516.0000,,12553802.0000,12167511.0000,9.6922916260747138e-01,13371356.0000,12517630.0000,9.3615262356338425e-01,1.1254000000000000e+04,,3.4950000000000003e+01,442193405.0000,951675297.7808,1.1700000000000000e+02,4.9636285836542574e-02,2.7280000000000001e+01,1.9668000000000000e+03,"Southeastern CT COG"
"GROTON","JG",2.0050000000000000e+03,5.9000000000000000e+01,5.9000000000000000e+01,"NL",63018879.0000,34005368.0000,97153740.0000,4953204.0000,42552457.0000,56888727.0000,103071872.0000,65472871.0000,3502968.0000,100342323.0000,832802.0000,832802.0000,2534113.0000,2534113.0000,1028238.0000,6941143.0000,1028238.0000,0.0000,,15160000.0000,15160000.0000,2650083.0000,3521736.0000,14728400.0000,12078317.0000,,5852958.0000,56978389.0000,56032963.0000,9.8340728798071142e-01,58422299.0000,56687869.0000,9.7031219192520990e-01,4.1366000000000000e+04,"Aa3",3.1300000000000001e+01,2521369034.0000,5512999225.0000,4.4300000000000000e+02,4.5292257472202384e-02,2.2620000000000001e+01,5.7267200000000003e+03,"Southeastern CT COG"
"GROTON (City of)","BP",2.0050000000000000e+03,6.0000000000000000e+01,5.0100000000000000e+02,,15471038.0000,4874429.0000,23174589.0000,405744.0000,1141378.0000,4487668.0000,10926592.0000,0.0000,1010565.0000,12346699.0000,1863920.0000,1863920.0000,214490.0000,214490.0000,229323.0000,421292.0000,229323.0000,0.0000,,5596000.0000,5596000.0000,26793.0000,779094.0000,2963743.0000,2936950.0000,43796249.0000,2846860.0000,4457450.0000,4411023.0000,9.8958440363885181e-01,4499264.0000,4424404.0000,9.8336172316183268e-01,,"Aa3",,,,,,,,
"GUILFORD","JG",2.0050000000000000e+03,6.1000000000000000e+01,6.0000000000000000e+01,"NH",-8269046.0000,7918314.0000,-350732.0000,1290482.0000,6339064.0000,52424786.0000,61385076.0000,40602149.0000,4004296.0000,61683501.0000,0.0000,69849.0000,305500.0000,305500.0000,-603925.0000,-1141945.0000,-534076.0000,0.0000,,31961566.0000,31961566.0000,1004985.0000,1200000.0000,5379808.0000,4374823.0000,1792928.0000,-1088280.0000,49683744.0000,49543812.0000,9.9718354558786870e-01,49997773.0000,49704031.0000,9.9412489832297135e-01,2.2307000000000000e+04,"Aa2",4.7050000000000004e+01,2420326388.0000,4186279012.2416,3.6000000000000000e+01,3.3970950075402809e-02,2.1650000000000002e+01,3.8583299999999999e+03,"South Central Regional COG"
"HADDAM","JG",2.0050000000000000e+03,6.2000000000000000e+01,6.1000000000000000e+01,"M",8568031.0000,4922145.0000,13490176.0000,334413.0000,1413641.0000,17720281.0000,19918422.0000,14580398.0000,0.0000,20697746.0000,26000.0000,776000.0000,10000.0000,10000.0000,-763324.0000,-194676.0000,-13324.0000,0.0000,14160665.0000,750000.0000,14910665.0000,586850.0000,501844.0000,2829741.0000,2242891.0000,,,17512166.0000,17237225.0000,9.8430000035403964e-01,18681876.0000,17561758.0000,9.4004253106058511e-01,7.6350000000000000e+03,,4.4030000000000001e+01,591199785.0000,1091294022.6900,1.7000000000000000e+01,3.5991379310344830e-02,2.9500000000000000e+01,1.2711500000000001e+03,"Midstate RPA"
"HAMDEN","JG",2.0050000000000000e+03,6.3000000000000000e+01,6.2000000000000000e+01,"NH",121144050.0000,-93500566.0000,27696038.0000,-11264111.0000,31701696.0000,107445135.0000,146048789.0000,78743107.0000,8701049.0000,143472236.0000,10023.0000,190590.0000,110392.0000,110392.0000,2476184.0000,-2040137.0000,2656751.0000,0.0000,,78840808.0000,78840808.0000,151263.0000,0.0000,6461845.0000,6310582.0000,-6919160.0000,-2759859.0000,107010141.0000,105675926.0000,9.8753188260914448e-01,109037653.0000,106796470.0000,9.7944578832781737e-01,5.8180000000000000e+04,"A2",3.2780000000000001e+01,2598554655.0000,5871457875.1299,5.2300000000000000e+02,4.7214008040668505e-02,4.0880000000000003e+01,7.1629400000000005e+03,"South Central Regional COG"
"HAMPTON","BP",2.0050000000000000e+03,6.4000000000000000e+01,6.3000000000000000e+01,"W",2996090.0000,2040921.0000,6684655.0000,824668.0000,1674938.0000,3430702.0000,5314779.0000,3628453.0000,310837.0000,4779353.0000,0.0000,0.0000,111499.0000,111499.0000,423927.0000,57428.0000,423927.0000,0.0000,,919831.0000,919831.0000,0.0000,0.0000,908632.0000,908632.0000,,,3190718.0000,3140068.0000,9.8412582998560194e-01,3471577.0000,3327576.0000,9.5852000402122728e-01,2.0340000000000000e+03,,2.5000000000000000e+01,113958974.0000,163096722.8571,5.0000000000000000e+00,5.3679653679653681e-02,2.8250000000000000e+01,2.7684000000000003e+02,"Windham Region COG"
"HARTFORD","JG",2.0050000000000000e+03,6.5000000000000000e+01,6.4000000000000000e+01,"H",425801000.0000,58531000.0000,537707000.0000,87372000.0000,225628000.0000,197028000.0000,446905000.0000,211898000.0000,20187000.0000,434927000.0000,23955000.0000,23955000.0000,26486000.0000,26486000.0000,9447000.0000,-4321000.0000,9447000.0000,0.0000,,198088000.0000,198088000.0000,143000.0000,300000.0000,30919000.0000,30776000.0000,37749000.0000,-37635000.0000,194592000.0000,185278000.0000,9.5213575069889822e-01,212679000.0000,192801000.0000,9.0653520093662276e-01,1.2439700000000000e+05,"A2",1.7309999999999999e+01,3501381134.0000,7516844095.0000,8.5440000000000000e+03,9.6774193548387094e-02,5.6320000000000000e+01,2.3409840000000000e+04,"Capital Region COG"
"HARTLAND","BP",2.0050000000000000e+03,6.6000000000000000e+01,6.5000000000000000e+01,"H",5311918.0000,1307996.0000,6627392.0000,200982.0000,1834078.0000,3935683.0000,5887478.0000,4440492.0000,392218.0000,5756593.0000,146.0000,146.0000,112128.0000,112128.0000,18903.0000,-24487.0000,18903.0000,0.0000,,2245000.0000,2245000.0000,0.0000,118186.0000,506166.0000,506166.0000,,,3866045.0000,3826490.0000,9.8976861366073077e-01,3949284.0000,3893066.0000,9.8576501462037169e-01,2.0820000000000000e+03,"A3",3.3020000000000003e+01,144713230.0000,245096952.7238,3.0000000000000000e+00,3.3533963886500429e-02,2.6500000000000000e+01,3.7895999999999998e+02,"Litchfield Hills Cncl of Elected Ofcls"
"HARWINTON","BP",2.0050000000000000e+03,6.7000000000000000e+01,6.6000000000000000e+01,"L",6022989.0000,2986152.0000,9009141.0000,509454.0000,2480076.0000,10649586.0000,13648509.0000,9403256.0000,155750.0000,14163616.0000,562.0000,562.0000,214000.0000,214000.0000,-728545.0000,367199.0000,-728545.0000,0.0000,2334801.5667,375000.0000,2709801.5667,0.0000,0.0000,1393290.0000,1393290.0000,165086.0000,,10690662.0000,10544566.0000,9.8633424197678310e-01,11151575.0000,10688168.0000,9.5844470399921089e-01,5.5710000000000000e+03,"A2",3.0740000000000002e+01,439246852.0000,629068331.4286,9.0000000000000000e+00,4.0496407576747225e-02,2.4199999999999999e+01,9.1717000000000007e+02,"Litchfield Hills Cncl of Elected Ofcls"
"HEBRON","BP",2.0050000000000000e+03,6.8000000000000000e+01,6.7000000000000000e+01,"T",22707909.0000,9106078.0000,31824438.0000,1589206.0000,6089563.0000,18153603.0000,25182744.0000,18643775.0000,1370818.0000,24947518.0000,1264183.0000,7090258.0000,1761796.0000,7425609.0000,-262387.0000,898475.0000,-100125.0000,0.0000,13843539.1661,12336116.0000,26179655.1661,27364.0000,0.0000,3299000.0000,3271636.0000,,,17283462.0000,17113179.0000,9.9014763361645952e-01,17641513.0000,17243200.0000,9.7742183451045273e-01,9.1980000000000000e+03,"A1",3.6890000000000001e+01,569383686.0000,1020869269.0000,7.0000000000000000e+00,3.8519353626456219e-02,3.1480000000000000e+01,2.0188700000000001e+03,"Capital Region COG"
"KENT","JG",2.0050000000000000e+03,6.9000000000000000e+01,6.8000000000000000e+01,"L",6828410.0000,4457441.0000,11359147.0000,141291.0000,408175.0000,7055188.0000,8239706.0000,5113182.0000,771935.0000,8188561.0000,530941.0000,530941.0000,887500.0000,887500.0000,-305414.0000,-620666.0000,-305414.0000,0.0000,871110.3414,6700000.0000,7571110.3414,1481908.0000,594230.0000,3085158.0000,1603250.0000,1999878.0000,,7027497.0000,6903659.0000,9.8237807856766068e-01,7257874.0000,6998520.0000,9.6426584424033812e-01,2.9620000000000000e+03,"A1",4.8469999999999999e+01,445975406.0000,637266394.2857,7.0000000000000000e+00,3.2133676092544985e-02,1.5830000000000000e+01,4.2297000000000003e+02,"Northwestern CT COG"
"KILLINGLY","JG",2.0050000000000000e+03,7.0000000000000000e+01,6.9000000000000000e+01,"W",30301087.0000,12824346.0000,44591668.0000,-502945.0000,16737159.0000,19290155.0000,38966923.0000,28307598.0000,2615330.0000,37819598.0000,691599.0000,691599.0000,1121827.0000,1121827.0000,717097.0000,926276.0000,717097.0000,0.0000,,14555157.0000,14555157.0000,120720.0000,430557.0000,4214464.0000,4093744.0000,,-72464.0000,19005158.0000,18564651.0000,9.7682171334750278e-01,19555428.0000,18867985.0000,9.6484643547561322e-01,1.7386000000000000e+04,"A1",4.8520000000000003e+01,767030177.0000,1583128180.3431,3.2000000000000000e+02,6.0952800088018483e-02,2.3500000000000000e+01,2.8048000000000002e+03,"Northeastern CT COG"
