Record Num,Entity,Type of Plan,Plan Name,Volunteer,Closed Plan,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB27 ValDate,GASB27 AAL,GASB27 AssetValue,Comments,Aggregate Method,Plan NPO,footnotes
2041,"WESTBROOK",0,"Constables Retirement Plan",0,0,0,0,1,0,0,,0,8,0,10400,10400,0,,,,"07/01/09 00:00:00",65249,20800,,0,10220,
2042,"WESTPORT",0,"Town of Westport - Police Pension Plan",0,0,0,0,1,0,0,,0,135,0,816000,36000,0,,,,"06/30/09 00:00:00",59578231,56989965,,0,857000,
2043,"WESTPORT",0,"Town of Westport Fire Pension Fund",0,0,0,0,0,1,0,,0,119,0,93000,144000,0,,,,"06/30/09 00:00:00",44425708,43437723,,0,69000,
2044,"WESTPORT",0,"Town of Westport Public Works Pension Plan",0,0,0,0,0,0,0,,1,60,0,124000,49000,0,,,,"06/30/09 00:00:00",11419178,11732056,,0,-223000,
2045,"WESTPORT",0,"Town of Westport Municipal Interim Pension Fund",0,0,0,1,0,0,1,,1,587,0,607000,198000,0,,,,"06/30/09 00:00:00",36416904,39993159,,0,527000,
2046,"WESTPORT",0,"Town of Westport - Non Union Pension Plan",0,0,0,0,0,0,0,,1,160,0,1376000,472000,0,,,,"06/30/09 00:00:00",25826733,17940684,,0,2131000,
2047,"WETHERSFIELD",0,"Town of Wethersfield Pension Plan",0,0,1,0,0,0,0,,0,576,0,1193687,1193687,0,,,,"07/01/08 00:00:00",67395000,62734000,,0,-96671,
2048,"WINDHAM",0,"Town of Windham Retirement Income Plan-Fire",0,0,0,0,0,1,0,,0,52,0,350495,350495,0,,,,"07/01/07 00:00:00",8958819,7010955,,0,-121588,
2049,"WINDHAM",0,"Town of Windham Retirement Income Plan-Police",0,0,0,0,1,0,0,,0,64,0,594921,594921,0,,,,"07/01/07 00:00:00",11905977,9490945,,0,-112823,
2050,"WINDHAM",0,"Town of Windham Retirement Income Plan-Municipal",0,0,0,1,0,0,0,,0,168,0,423201,497457,0,,,,"01/01/09 00:00:00",8055101,8269138,,0,-117858,
2051,"WINDHAM",0,"Town of Windham Retirement Income Plan-Board of Education",0,0,0,0,0,0,1,,0,226,0,277220,277220,0,,,,"07/01/09 00:00:00",6482180,6626078,,0,-20672,
2052,"WINDSOR",0,"Town of Windsor Connecticut Retirement Plan",0,0,0,1,0,0,0,,1,531,0,834453,834453,0,,,,"07/01/07 00:00:00",43855272,48961596,,0,0,
2053,"WOLCOTT",0,"Town of Wolcott Town and Police Plan",0,0,0,1,1,0,0,,1,153,0,611505,618101,0,,,,"01/01/08 00:00:00",15097633,12495945,,0,126422,
2054,"WOLCOTT",0,"Town of Wolcott Board of Education",0,0,0,0,0,0,1,,0,199,0,470861,470861,0,,,,"09/01/08 00:00:00",9655497,8165036,,0,211759,
2055,"GROTON (City of)",0,"City of Groton Retirement Plan",0,0,1,0,0,0,0,,0,323,0,1704300,1798260,0,,,,"07/01/08 00:00:00",52342332,48653308,,0,-1044640,
2056,"WOODBURY",0,"Town of Woodbury Pension Plan",0,0,1,0,0,0,0,,0,80,0,231904,250000,0,,,,"07/01/06 00:00:00",4888890,4040141,,1,161154,
2057,"WINCHESTER",0,"Town of Winchester Employees' Retirement Plan",0,0,1,0,0,0,0,,0,99,0,330629,251105,0,,,,"01/01/08 00:00:00",8931372,7564943,,0,499344,
2058,"WILTON",0,"Wilton Employees' Retirement Plan",0,0,1,0,0,0,0,,0,574,0,3008708,3610800,0,,,,"06/30/08 00:00:00",63924453,56408328,,0,-1165015,
2059,"WATERTOWN",0,"Town of Watertown-General Town Employees",0,0,0,1,0,1,1,,1,248,0,198970,198970,0,,,,"01/01/09 00:00:00",14488555,13617941,,0,0,
2060,"WATERTOWN",0,"Town of Watertown-Police Employees",0,0,0,0,1,0,0,,0,61,0,457440,457440,0,,,,"01/01/09 00:00:00",16253686,12513012,,0,0,
2061,"WASHINGTON",0,"Town of Washington Retirement Plan",0,0,1,0,0,0,0,,0,54,0,130743,130743,0,,,,"07/01/08 00:00:00",2377670,1895544,,0,-436,
2062,"THOMPSON",0,"Town of Thompson Board of Education Retirement System",0,0,0,0,0,0,1,,0,53,0,195065,195065,0,,,,"06/30/08 00:00:00",3436597,2719438,,0,0,
2063,"SUFFIELD",0,"Town of Suffield Retirement Plan",0,0,1,0,0,0,0,,0,275,0,698455,698455,0,,,,"07/01/07 00:00:00",17380181,15662228,,0,-103027,
2064,"STRATFORD",0,"Town of Stratford Employees' Retirement Plan",0,0,1,0,0,0,0,,0,984,0,5622712,5240187,0,,,,"07/01/07 00:00:00",208935000,136090000,,0,-14406974,"***"
2065,"STAMFORD",0,"Classified Employees Retirement Trust Fund",0,0,0,1,0,0,0,,1,1527,0,2326000,985000,0,,,,"07/01/08 00:00:00",176317000,189954000,,0,73000,
2066,"STAMFORD",0,"Police Pension Trust Fund",0,0,0,0,1,0,0,,0,574,0,2305000,1390000,0,,,,"07/01/08 00:00:00",171655000,175945000,,0,-945000,
2067,"STAMFORD",0,"Firefighter's Pension Trust Fund",0,0,0,0,0,1,0,,0,479,0,406000,65000,0,,,,"07/01/08 00:00:00",123434000,138360000,,0,39000,
2068,"STAMFORD",0,"Custodian And Mechanics Retirement Trust Fund",0,0,0,0,0,0,0,,1,623,0,742000,670000,0,,,,"07/01/08 00:00:00",40247000,42342000,,0,-315000,
2069,"SOUTH WINDSOR",0,"South Windsor Town Plan",0,0,0,1,1,0,0,,1,186,0,1220118,826338,0,,,,"01/01/08 00:00:00",21185349,13426371,,0,2100033,
2070,"SOUTH WINDSOR",0,"South Windsor Board of Education Plan",0,0,0,0,0,0,1,,0,146,0,429319,354000,0,,,,"01/01/08 00:00:00",7697888,7209802,,0,1098712,
2071,"SIMSBURY",0,"General Government Retirement Income Plan",0,1,0,1,0,0,0,,1,222,0,544651,544651,0,,,,"07/01/07 00:00:00",16521502,15097575,,0,0,
2072,"SIMSBURY",0,"Police Retirement Income Plan",0,0,0,0,1,0,0,,0,61,0,381438,381438,0,,,,"07/01/07 00:00:00",13487926,12584503,,0,0,
2073,"SIMSBURY",0,"Board of Education Retirement Income Plan",0,0,0,0,0,0,1,,0,319,0,705973,706020,0,,,,"07/01/07 00:00:00",12226796,10352719,,0,-9060,
2074,"ROCKY HILL",0,"Town of Rocky Hill: General Employees Pension Plan",0,0,0,1,0,0,0,,1,311,0,1023081,1183470,0,,,,"09/01/08 00:00:00",24750801,21046139,,0,1064907,
2075,"ROCKY HILL",0,"Town of Rocky Hill: Police Officer Pension Plan",0,0,0,0,1,0,0,,0,49,0,704704,686764,0,,,,"09/01/08 00:00:00",18028640,13869702,,0,485201,
2076,"ROCKY HILL",0,"Town of Rocky Hill: Firefighters Pension Plan",1,0,0,0,0,1,0,,0,146,0,41594,55000,0,,,,"07/01/08 00:00:00",998352,823446,,0,-33853,
2077,"ROCKY HILL",0,"Town of Rocky Hill: Ambulance Pension Plan",1,0,0,0,0,0,0,,1,37,0,22164,23505,0,,,,"07/01/08 00:00:00",459137,351030,,0,0,
2078,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Town",0,0,0,1,0,0,1,,1,582,0,1399891,1270216,0,,,,"07/01/09 00:00:00",31613170,27234218,,0,561684,
2079,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Fire Plan",0,0,0,0,0,1,0,,0,54,0,303518,282314,0,,,,"07/01/09 00:00:00",12341937,10191124,,0,149402,
2080,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Police Plan",0,0,0,0,1,0,0,,0,68,0,591988,512470,0,,,,"07/01/09 00:00:00",19601239,16619136,,0,483859,
2081,"PLYMOUTH",0,"Town of Plymouth Pension Plan",0,0,1,0,0,0,0,,0,89,0,183749,183749,0,,,,"07/01/07 00:00:00",8920725,6671185,,0,0,
2082,"PLYMOUTH",0,"Town of Plymouth Board of Education Pension Plan",0,0,0,0,0,0,1,,0,73,0,256775,256775,0,,,,"07/01/08 00:00:00",3998273,3506017,,0,0,
2083,"PLAINFIELD",0,"Town of Plainfield Employees' Retirement Plan",0,0,1,0,0,0,0,,0,344,0,1006183,603790,0,,,,"07/01/07 00:00:00",11864443,10299619,,0,1455975,
2084,"NORTH HAVEN",0,"Pension Plan For General Employees of The Town of North Haven",0,0,0,1,0,0,0,,1,396,0,1408390,1408390,0,,,,"07/01/07 00:00:00",44099379,41115104,,0,35293,
2085,"NORTH HAVEN",0,"Town of North Haven Police Department Pension Plan",0,0,0,0,1,0,0,,0,87,0,948141,948141,0,,,,"07/01/08 00:00:00",21494845,17674899,,0,0,
2086,"NORTH HAVEN",0,"Town of North Haven Fire Department Pension Plan",0,0,0,0,0,1,0,,0,54,0,594455,594455,0,,,,"07/01/08 00:00:00",13420680,11218605,,0,0,
2087,"NORTH HAVEN",0,"Town of North Haven Volunteer Firefighters'  Pension Plan",1,0,0,0,0,1,0,,0,124,0,153277,153277,0,,,,"07/01/07 00:00:00",937187,577105,,0,-10154,
2088,"NORTH HAVEN",0,"Town of North Haven Pension Plan - Elected Officials",0,0,0,0,0,0,0,,1,6,0,152129,143351,0,,,,"07/01/07 00:00:00",1536838,0,,0,573756,
2089,"NEWINGTON",0,"Town of Newington Municipal Employees' Pension Plan",0,0,0,1,0,0,0,"Administrative Employees",1,345,0,853000,853000,0,,,,"07/01/08 00:00:00",29653000,21122000,,0,-8000,
2090,"NEWINGTON",0,"Town of Newington Police Officers' Pension Plan",0,0,0,0,1,0,0,,0,115,0,1336000,1336000,0,,,,"07/01/08 00:00:00",41215000,28005000,,0,-181000,
2091,"NEWINGTON",0,"Town of Newington Administrative Employees' Pension Plan",0,0,0,0,0,0,0,,1,50,0,173000,173000,0,,,,"07/01/08 00:00:00",9393000,7368000,,0,-5000,
2092,"NEWINGTON",0,"Town of Newington Volunteer Firefighters' Pension Plan",1,1,0,0,0,1,0,,0,110,0,72000,72000,0,,,,"07/01/07 00:00:00",1361000,747000,,0,0,
2093,"NEW MILFORD",0,"Town of New Milford Pension Plan",0,0,1,0,0,0,0,,0,683,0,1641640,1800670,0,,,,"07/01/08 00:00:00",40296699,35890689,,0,-151242,
2094,"NEW LONDON",0,"City of New London Noncontributory Pension Program",0,1,1,0,0,0,0,,0,61,0,849000,839340,0,,,,"07/01/08 00:00:00",8825000,0,,0,3082297,
2095,"NEW LONDON",0,"City of New London Contributory Pension Program",0,0,1,0,0,0,0,,0,380,0,784000,715215,0,,,,"07/01/08 00:00:00",44944000,44219000,,0,-2005153,
2096,"NEW FAIRFIELD",0,"New Fairfield Town Retirement Income Plan",0,0,0,1,0,1,0,,1,82,0,265845,264000,0,,,,"01/01/09 00:00:00",4622989,3594250,"Act. Va. Date:  Used 6/30/09.  No mo. & date given; only yr. given.",0,24572,
2097,"NEW FAIRFIELD",0,"New Fairfield Board of Education Retirement Income Plan",0,0,0,0,0,0,1,,0,140,0,248264,239080,0,,,,"07/01/08 00:00:00",3482439,2865663,,0,-88212,
2098,"MORRIS",0,"Town of Morris Pension Plan",0,0,1,0,0,0,0,,0,10,0,21089,22312,0,,,,"07/01/08 00:00:00",593965,580952,,0,880,
2099,"MORRIS",0,"Volunteer Fire Plan",1,0,0,0,0,1,0,,0,38,0,2396,3576,0,,,,"07/01/08 00:00:00",86707,84643,,0,-2132,
2100,"MILFORD",0,"City of Milford Retirement System",0,0,1,0,0,0,0,,0,1405,0,0,0,0,,,,"07/01/08 00:00:00",287313000,385088000,,0,-26000,
2101,"MANCHESTER",0,"Town of Manchester Retirement Plan",0,0,0,1,1,0,1,,0,1435,0,3561000,3561000,0,,,,"07/01/08 00:00:00",150704000,131666000,,0,0,
2102,"MADISON",0,"Town of Madison Police Department Retirement Plan",0,0,0,0,1,0,0,,0,54,0,181058,181058,0,,,,"07/01/08 00:00:00",12064850,11401835,,0,-51852,
2103,"MADISON",0,"Retirement Plan For The Employees of The Town of Madison",0,0,0,1,0,0,1,,0,281,0,554093,554093,0,,,,"07/01/08 00:00:00",12296712,12048208,,0,-312162,
2104,"MADISON",0,"Volunteer Fire Dept. Supplemental Retirement Program",1,0,0,0,0,1,0,,0,98,0,69169,69169,0,,,,"07/01/08 00:00:00",1847637,1778861,,0,0,
2105,"NORTH BRANFORD",0,"Retirement Plan For Employees of The Town of North Branford - Municipal Employees",0,1,0,1,0,0,1,,1,111,0,257130,257130,0,,,,"07/01/08 00:00:00",7214297,5253895,,0,-116451,
2106,"NORTH BRANFORD",0,"Retirement Plan For Employees of The Town of North Branford - Police",0,0,0,0,1,0,0,,0,31,0,436750,436750,0,,,,"07/01/08 00:00:00",7189626,5871840,,0,-57230,
2107,"NORTH BRANFORD",0,"Retirement Plan For Employees of North Branford - Firefighters",0,0,0,0,0,1,0,,0,,0,94369,94369,0,,,,"07/01/08 00:00:00",1521518,904975,"No. of members not given for firefighters' plan.",0,-28203,
